ID,Company_Name,Industry_Vertical,Sub_Category,City,State,Estimated_Employees,Estimated_Revenue_Range,AI_Automation_Use_Case,Estimated_Deal_Size,Decision_Maker_Title,Website,Priority_Score,Notes,Contact_Email,Alt_Emails,Contact_Phone,Alt_Phones,Email_Source
296,Hylant,Insurance Agencies,Regional Brokerage,Toledo,OH,1000,$100M-$200M,Claims processing AI,$8K-$20K,VP of Technology,www.hylant.com,3,Top 30 US brokerage,info@hylant.com,contact@hylant.com,1753888310,1116889596; 1673290694,pattern
297,Woodruff Sawyer,Insurance Agencies,Regional Brokerage,San Francisco,CA,500,$100M-$200M,Lead qualification AI,$8K-$20K,Director of IT,www.wsandco.com,3,West Coast focused,info@wsandco.com,contact@wsandco.com,,,pattern
298,CCIG,Insurance Agencies,Regional Agency,Greenwood Village,CO,200,$25M-$50M,Client onboarding AI,$5K-$15K,VP of Operations,www.thinkccig.com,3,Colorado leader; top 100,info@thinkccig.com,contact@thinkccig.com,,,pattern
299,Atlas Insurance Brokers,Insurance Agencies,Regional Brokerage,Overland Park,KS,300,$50M-$100M,Lead scoring AI,$8K-$15K,Director of Technology,www.aibme.com,3,Top 100 P&C agency; 8 yrs running,info@aibme.com,contact@aibme.com,1772479922,1772479923,pattern
300,Rate Insurance,Insurance Agencies,Personal Lines,Chicago,IL,500,$50M-$100M,AI-powered quoting,$8K-$20K,CTO,www.rate.com/insurance,3,Top 100; fastest growing,direct.quote@rate.com,,8669347283,2026022618; 9801338611,scraped
301,Patriot Growth Insurance,Insurance Agencies,Brokerage,Fort Lauderdale,FL,3000,$200M-$500M,Claims automation AI,$10K-$25K,VP of Technology,www.patriotgis.com,4,Fast-growing platform,info@patriotgis.com,payroll@patriotgis.com; yourname@emailaddress.com,0169708029,0867708079; 7904696683,pattern
302,Relation Insurance Services,Insurance Agencies,Brokerage,Scottsdale,AZ,2000,$100M-$200M,Client engagement AI,$10K-$20K,Director of IT,www.relationinsurance.com,3,PE-backed growth,info@relationinsurance.com,contact@relationinsurance.com,1772478889,1772381640; 1772381638,pattern
303,Insurity,Insurance Agencies,InsurTech,Hartford,CT,800,$100M-$200M,Underwriting automation AI,$15K-$30K,Chief Technology Officer,www.insurity.com,4,Cloud insurance platform,info@insurity.com,,9719639045,3068207739; 9895400592,pattern
304,Lemonade,Insurance Agencies,InsurTech,New York,NY,1500,$200M-$500M,AI claims processing,$15K-$30K,CTO,www.lemonade.com,4,AI-first insurance company,info@lemonade.com,contact@lemonade.com,9604137856,6058541301; 083 181.5074,pattern
305,Hippo Insurance,Insurance Agencies,InsurTech,Austin,TX,800,$100M-$200M,Home insurance AI,$10K-$25K,Chief Technology Officer,www.hippo.com,4,Smart home insurance,sales@hippo.com,u003esales@hippo.com; support@hippo.com; u003esupport@hippo.com,2186648773,1565212096; 4452614948,scraped
306,Kin Insurance,Insurance Agencies,InsurTech,Chicago,IL,500,$100M-$200M,Underwriting AI,$10K-$20K,CTO,www.kin.com,3,Direct-to-consumer home insurance,support@kin.com,marketing@kin.com,855-717-0022,855-216-7674; 654-9001842,scraped
307,Goosehead Insurance,Insurance Agencies,Franchise Agency,Westlake,TX,2500,$200M-$500M,Lead scoring AI,$10K-$25K,VP of Technology,www.gooseheadinsurance.com,4,NYSE listed; franchise model,info@gooseheadinsurance.com,contact@gooseheadinsurance.com,,,pattern
308,Brightway Insurance,Insurance Agencies,Franchise Agency,Jacksonville,FL,1500,$100M-$200M,Quote comparison AI,$8K-$20K,Director of Technology,www.brightway.com,3,300+ franchise locations,info@brightway.com,contact@brightway.com,6340580170,985-3647867; 9327063247,pattern
309,The Hartford,Insurance Agencies,Carrier/Agency,Hartford,CT,19000,$10B+,Claims AI automation,$30K-$50K,Chief Digital Officer,www.thehartford.com,5,Fortune 500 insurer,info@thehartford.com,contact@thehartford.com,,,pattern
310,Erie Insurance,Insurance Agencies,Regional Carrier,Erie,PA,6000,$5B+,Claims processing AI,$20K-$40K,VP of Innovation,www.erieinsurance.com,4,Top regional insurer,fraud.finders@erieinsurance.com,,12658530543,353119-6990; 1518263302,scraped
311,Selective Insurance,Insurance Agencies,Specialty Carrier,Branchville,NJ,2500,$1B+,Underwriting AI,$15K-$30K,CTO,www.selective.com,4,Commercial lines focus,itservicedesk@selective.com,,1014238-4731,114-0900145; 888-974-7400,scraped
312,Westfield Insurance,Insurance Agencies,Regional Carrier,Westfield Center,OH,2500,$1B+,Claims automation,$15K-$25K,VP of Technology,www.westfieldinsurance.com,3,Midwest focus,info@westfieldinsurance.com,contact@westfieldinsurance.com,1371529574,1304333576; 10844115879,pattern
313,Hanover Insurance Group,Insurance Agencies,Regional Carrier,Worcester,MA,4500,$5B+,Underwriting AI,$20K-$35K,Chief Digital Officer,www.hanover.com,4,Top 30 P&C insurer,info@hanover.com,contact@hanover.com,,,pattern
314,EMC Insurance,Insurance Agencies,Regional Carrier,Des Moines,IA,2500,$1B+,Claims processing AI,$15K-$25K,Director of IT,www.emcins.com,3,Midwest commercial lines,info@emcins.com,contact@emcins.com,,,pattern
315,Donegal Insurance Group,Insurance Agencies,Regional Carrier,Marietta,PA,1500,$500M-$1B,Underwriting automation,$10K-$20K,VP of Technology,www.donegalgroup.com,3,Mid-Atlantic focus,info@donegalgroup.com,contact@donegalgroup.com,6389420668,(800) 877-0600; (833) 908-1606,pattern
316,Cincinnati Financial,Insurance Agencies,Regional Carrier,Fairfield,OH,5000,$5B+,Claims AI,$20K-$35K,CTO,www.cinfin.com,4,Fortune 500; 35 years dividend growth,kerri_hinkel@cinfin.com,andrew_scheidt@cinfin.com; jennifer_baker@cinfin.com,10331260218,1064466553; 17721225229,scraped
317,Auto-Owners Insurance,Insurance Agencies,Regional Carrier,Lansing,MI,5500,$5B+,Claims automation AI,$20K-$35K,VP of Innovation,www.auto-owners.com,4,26 states; top 20 P&C,info@auto-owners.com,contact@auto-owners.com,17717674020,17717492438; 17717492203,pattern
318,State Auto Insurance,Insurance Agencies,Regional Carrier,Columbus,OH,1800,$1B+,Lead scoring AI,$10K-$25K,Director of Technology,www.stateauto.com,3,Now part of Liberty Mutual,info@stateauto.com,contact@stateauto.com,3344262066,,pattern
319,AMERITAS,Insurance Agencies,Life/Benefits,Lincoln,NE,2500,$1B+,Benefits enrollment AI,$15K-$25K,VP of Technology,www.ameritas.com,3,Dental/vision/life benefits,info@ameritas.com,contact@ameritas.com,0000000014,0270553408; 17715626551,pattern
320,Main Street America Insurance,Insurance Agencies,Regional Carrier,Jacksonville,FL,800,$500M-$1B,Underwriting AI,$10K-$20K,Director of IT,www.msagroup.com,3,Small business focus,brandmarketing@msagroup.com,,3499999999,2803275623; 0808043774,scraped
321,Robert Half,Staffing / Recruiting Firms,Professional Staffing,Menlo Park,CA,14000,$5B+,Resume screening AI,$25K-$50K,Chief Technology Officer,www.roberthalf.com,5,Worlds largest specialized staffing,info@roberthalf.com,contact@roberthalf.com,2192400593,1923577088; 1394347403,pattern
322,Randstad USA,Staffing / Recruiting Firms,General Staffing,Atlanta,GA,38000,$5B+,Candidate matching AI,$25K-$50K,VP of Innovation,www.randstadusa.com,5,AI-driven matching tools,info@randstadusa.com,contact@randstadusa.com,9224438568,844-906-2751; 6542698835,pattern
323,Insight Global,Staffing / Recruiting Firms,IT/Professional,Atlanta,GA,9000,$1B+,Resume screening AI,$20K-$40K,CTO,www.insightglobal.com,5,Fast-growing; high-volume recruiting,info@insightglobal.com,contact@insightglobal.com,0000000027,1673067696; 17722652900,pattern
324,Kforce,Staffing / Recruiting Firms,IT/Finance Staffing,Tampa,FL,4000,$1B+,Candidate matching AI,$20K-$35K,Chief Technology Officer,www.kforce.com,4,50+ US offices; NYSE listed,info@kforce.com,contact@kforce.com,2024120511,1066743644; 1-877-453-6723,pattern
325,TrueBlue,Staffing / Recruiting Firms,Industrial Staffing,Tacoma,WA,5000,$1B+,Worker matching AI,$15K-$30K,CTO,www.trueblue.com,4,NYSE listed; PeopleReady brand,recruitment@trueblue.com,hr-advice@trueblue.com,(800) 610-8920,(877) 338-1039; 9999999999,scraped
326,Aerotek,Staffing / Recruiting Firms,Engineering/Industrial,Hanover,MD,8000,$5B+,Interview scheduling AI,$20K-$40K,VP of Technology,www.aerotek.com,5,Allegis Group subsidiary,info@aerotek.com,contact@aerotek.com,1237232374,1386163234; 1770977278,pattern
327,TEKsystems,Staffing / Recruiting Firms,IT Staffing,Hanover,MD,5000,$5B+,Resume screening AI,$20K-$40K,Chief Digital Officer,www.teksystems.com,5,Allegis Group subsidiary,info@teksystems.com,contact@teksystems.com,,,pattern
328,Heidrick & Struggles,Staffing / Recruiting Firms,Executive Search,Chicago,IL,1700,$500M-$1B,Candidate assessment AI,$15K-$30K,CTO,www.heidrick.com,4,NYSE listed; executive search,info@heidrick.com,contact@heidrick.com,0000000026,6390772502; 6390807673,pattern
329,Korn Ferry,Staffing / Recruiting Firms,Executive Search,Los Angeles,CA,10000,$1B+,Leadership assessment AI,$25K-$50K,Chief Technology Officer,www.kornferry.com,5,Global organizational consulting,info@kornferry.com,,17393484323,+1-310-552-1834; 17385672428,pattern
330,LaSalle Network,Staffing / Recruiting Firms,IT/Professional,Chicago,IL,500,$100M-$200M,Candidate matching AI,$10K-$20K,VP of Technology,www.lasallenetwork.com,3,Midwest IT staffing leader,news@lasallenetwork.com,hello@thelasallenetwork.com,3046271932,(312)419-1700; 1772438686,scraped
331,TemPositions Group,Staffing / Recruiting Firms,Multi-Sector,New York,NY,600,$100M-$200M,Resume screening AI,$10K-$20K,Director of IT,www.tempositions.com,3,Top 1% staffing firm; Best of Staffing,info@tempositions.com,contact@tempositions.com,,,pattern
332,Frontline Source Group,Staffing / Recruiting Firms,IT/Finance,Dallas,TX,300,$50M-$100M,Interview scheduling AI,$8K-$15K,Director of Operations,www.frontlinesourcegroup.com,3,Quick-turnaround hiring,corporate@frtline.com,corporate@frtline.comaddress; payroll@frtline.com; mediarelations@frtline.com,(214) 760-7700,877-780-3822; 5913881700,scraped
333,Adecco USA,Staffing / Recruiting Firms,General Staffing,Jacksonville,FL,30000,$5B+,Worker matching AI,$25K-$50K,VP of Innovation,www.adeccousa.com,5,Global staffing leader,u003e@adeccogroup.com,,1359352103,2322925203; 2389300881,scraped
334,Express Employment,Staffing / Recruiting Firms,General Staffing,Oklahoma City,OK,5000,$1B+,Candidate screening AI,$15K-$30K,CTO,www.expresspros.com,4,900+ franchise locations,info@expresspros.com,contact@expresspros.com,6390644762,0013705164; 6389013922,pattern
335,Spherion Staffing,Staffing / Recruiting Firms,Light Industrial,Atlanta,GA,2000,$200M-$500M,Worker matching AI,$10K-$20K,VP of Technology,www.spherion.com,3,175+ offices,info@spherion.com,contact@spherion.com,1513878136,2044606952; 6542698835,pattern
336,AppleOne,Staffing / Recruiting Firms,Administrative,Glendale,CA,1500,$100M-$200M,Resume screening AI,$8K-$20K,Director of IT,www.appleone.com,3,50+ offices,info@appleone.com,contact@appleone.com,2533005574,,pattern
337,Beacon Hill Staffing,Staffing / Recruiting Firms,Professional,Boston,MA,1000,$200M-$500M,Candidate matching AI,$10K-$20K,VP of Technology,www.beaconhillstaffing.com,3,Multiple business lines,info@beaconhillstaffing.com,contact@beaconhillstaffing.com,1680013592,0000000031; 17721908415,pattern
338,Judge Group,Staffing / Recruiting Firms,IT/Engineering,Wayne,PA,2000,$200M-$500M,Interview scheduling AI,$10K-$25K,Chief Technology Officer,www.judge.com,3,Learning + consulting too,info@judge.com,customerservice@judge.com,1385999476,1203682136; 800-301-0110,pattern
339,Vaco,Staffing / Recruiting Firms,Professional Staffing,Nashville,TN,1500,$200M-$500M,Candidate assessment AI,$10K-$25K,CTO,www.vaco.com,3,Finance/tech staffing leader,info@vaco.com,contact@vaco.com,,,pattern
340,Motion Recruitment,Staffing / Recruiting Firms,Tech Staffing,New York,NY,500,$100M-$200M,Resume screening AI,$8K-$20K,VP of Technology,www.motionrecruitment.com,3,Tech talent specialists,accessibility@motionrp.com,,9447973685,17700537336; 9448702132,scraped
341,Mondo (Insight Global),Staffing / Recruiting Firms,Digital/Creative,New York,NY,300,$50M-$100M,Candidate matching AI,$8K-$15K,Director of Technology,www.mondo.com,3,Digital staffing niche,info@mondo.com,contact@mondo.com,(999) 999-9999,,pattern
342,Addison Group,Staffing / Recruiting Firms,Professional,Chicago,IL,800,$100M-$200M,Interview scheduling AI,$8K-$20K,VP of Operations,www.addisongroup.com,3,Multi-sector staffing,mediarelations@addisongroup.com,,5817724655,1003372682; 1002150710,scraped
343,Brilliant Staffing,Staffing / Recruiting Firms,Finance/Accounting,Chicago,IL,200,$25M-$50M,Resume screening AI,$5K-$15K,Director of Operations,www.brilliantstaffing.com,2,Finance niche staffing,info@brilliantstaffing.com,contact@brilliantstaffing.com,,,pattern
344,Mitchell Martin,Staffing / Recruiting Firms,IT Staffing,New York,NY,300,$50M-$100M,Candidate matching AI,$8K-$15K,VP of Technology,www.mitchellmartin.com,3,IT consulting + staffing,info@mitchellmartin.com,contact@mitchellmartin.com,1772479934,1772479935; 1772479936,pattern
345,MatcHR (Match Group),Staffing / Recruiting Firms,Tech Recruiting,Los Angeles,CA,200,$25M-$50M,AI-powered matching,$5K-$15K,CTO,www.matchrstaffing.com,2,AI-forward staffing,info@matchrstaffing.com,contact@matchrstaffing.com,,,pattern
346,Hays US,Staffing / Recruiting Firms,Professional Staffing,Tampa,FL,1000,$200M-$500M,Candidate assessment AI,$10K-$20K,Chief Technology Officer,www.hays.com,3,Part of global Hays plc,info@hays.com,contact@hays.com,17431674708,17719871460; 17719870921,pattern
347,PrideStaff,Staffing / Recruiting Firms,Light Industrial,Fresno,CA,2000,$200M-$500M,Worker scheduling AI,$8K-$20K,VP of Technology,www.pridestaff.com,3,85+ offices; franchise model,info@pridestaff.com,,2339580467,8007743316; 5594324371,pattern
348,Kelly Services,Staffing / Recruiting Firms,General Staffing,Troy,MI,4000,$1B+,Candidate matching AI,$15K-$30K,Chief Technology Officer,www.kellyservices.com,4,75+ year history; global,info@kellyservices.com,contact@kellyservices.com,12889443703,17724768328; 12890590009,pattern
349,ManpowerGroup US,Staffing / Recruiting Firms,General Staffing,Milwaukee,WI,25000,$5B+,Workforce analytics AI,$25K-$50K,VP of Innovation,www.manpowergroup.com,5,Global workforce solutions,info@manpowergroup.com,contact@manpowergroup.com,5785383284,2418220249; 2790288531,pattern
350,Cielo,Staffing / Recruiting Firms,RPO,Milwaukee,WI,3000,$200M-$500M,Interview scheduling AI,$15K-$30K,CTO,www.cielotalent.com,4,Global RPO leader,cielo@cielotalent.com,,(877) 797-3379,7819225251; 4702370608,scraped
351,Alexander Mann Solutions,Staffing / Recruiting Firms,RPO,New York,NY,4000,$500M-$1B,Candidate assessment AI,$15K-$30K,Chief Technology Officer,www.alexandermannsolutions.com,4,Now AMS; talent solutions,info@alexandermannsolutions.com,contact@alexandermannsolutions.com,1772458723,1772458732; 1772458733,pattern
352,Yoh,Staffing / Recruiting Firms,IT/Engineering,Philadelphia,PA,2500,$500M-$1B,Resume screening AI,$10K-$25K,VP of Technology,www.yoh.com,3,Day & Zimmermann subsidiary,yohmarketing@gmail.com,,19662517440,17718628576; 19662528233,scraped
353,Aquent,Staffing / Recruiting Firms,Creative Staffing,Boston,MA,1000,$200M-$500M,Candidate matching AI,$10K-$20K,CTO,www.aquent.com,3,Creative/marketing staffing,questions@aquent.com,employverify@aquent.com,+16175355000,9999999999; 1620421145,scraped
354,Creative Circle,Staffing / Recruiting Firms,Creative Staffing,Los Angeles,CA,500,$100M-$200M,Candidate assessment AI,$8K-$15K,Director of Technology,www.creativecircle.com,3,Marketing/creative talent,etpayroll@creativecircle.com,ctpayroll@creativecircle.com; mtpayroll@creativecircle.com; ptpayroll@creativecircle.com,1772063619,17418805005; 17430543661,scraped
355,Procom,Staffing / Recruiting Firms,IT Staffing,Boston,MA,500,$100M-$200M,Resume screening AI,$8K-$15K,VP of Technology,www.procom.ca,3,IT consulting + staffing,info@procom.ca,contact@procom.ca,,,pattern
356,Nelson Staffing,Staffing / Recruiting Firms,Administrative,San Leandro,CA,300,$25M-$50M,Interview scheduling AI,$5K-$15K,Director of Operations,www.nelsonstaffing.com,2,Bay Area staffing,info@nelsonstaffing.com,contact@nelsonstaffing.com,,,pattern
357,On Assignment (Apex Group),Staffing / Recruiting Firms,Professional,Calabasas,CA,6000,$1B+,Candidate matching AI,$15K-$30K,Chief Technology Officer,www.apexgroup.com,4,Now Apex Group; diversified,info@apexgroup.com,contact@apexgroup.com,1053301570,1071-426.9344; 537-523.0415,pattern
358,Mastech Holdings,Staffing / Recruiting Firms,IT Staffing,Pittsburgh,PA,2000,$200M-$500M,AI candidate matching,$10K-$25K,CTO,www.mastech.com,3,NYSE listed; digital transformation,info@mastech.com,contact@mastech.com,,,pattern
359,Volt Information Sciences,Staffing / Recruiting Firms,General Staffing,Orange,CT,1500,$200M-$500M,Workforce AI analytics,$10K-$20K,VP of Technology,www.volt.com,3,Multi-sector staffing,info@volt.com,contact@volt.com,1772399943,1772399909; 1772472127,pattern
360,Zobility (RGBSI),Staffing / Recruiting Firms,Engineering Staffing,Troy,MI,1000,$100M-$200M,Resume screening AI,$8K-$20K,Director of IT,www.zobility.com,3,Engineering/auto focus,info@zobility.com,contact@zobility.com,1772368470,248-457-9737; 7954726925,pattern
361,WebFX,Marketing / Digital Agencies,Full-Service Digital,Harrisburg,PA,500,$100M-$200M,Content generation AI,$15K-$30K,Chief Technology Officer,www.webfx.com,4,500+ employees; $10B+ driven for clients,info@webfx.com,contact@webfx.com,2147483647,1745318430; 1772437550,pattern
362,Disruptive Advertising,Marketing / Digital Agencies,PPC/CRO,Pleasant Grove,UT,200,$25M-$50M,Campaign optimization AI,$10K-$20K,VP of Operations,www.disruptiveadvertising.com,3,Google Premier Partner,info@disruptiveadvertising.com,contact@disruptiveadvertising.com,2147483647,9999999999; 7027027027,pattern
363,Ignite Visibility,Marketing / Digital Agencies,SEO/Digital,San Diego,CA,100,$25M-$50M,SEO automation AI,$8K-$20K,Director of Technology,www.ignitevisibility.com,3,Award-winning SEO agency,opportunity@ignitevisibility.com,,333.3333333,7667667667; 6996996996,scraped
364,NP Digital,Marketing / Digital Agencies,Full-Service,San Diego,CA,500,$50M-$100M,Content generation AI,$10K-$25K,CTO,www.npdigital.com,4,Neil Patel's agency; enterprise focus,sales@npdigital.com,neil@advanced.npdigital.com,1772032290,1772031749; 1771088693,scraped
365,SmartSites,Marketing / Digital Agencies,Web/PPC,Paramus,NJ,200,$25M-$50M,Reporting automation AI,$8K-$20K,CTO,www.smartsites.com,3,SMB focused; top rated,contact@smartsites.com,abuse@telegram.org,201-870-6000,17691015640; 014.3607416,pattern
