ID,Company_Name,Industry_Vertical,Sub_Category,City,State,Estimated_Employees,Estimated_Revenue_Range,AI_Automation_Use_Case,Estimated_Deal_Size,Decision_Maker_Title,Website,Priority_Score,Notes,Contact_Email,Alt_Emails,Contact_Phone,Alt_Phones,Email_Source,DM_Name,DM_Professional_Email,DM_Email_Patterns,DM_LinkedIn_Search,LinkedIn_Company,LinkedIn_People_Found,Twitter,Facebook,Instagram,YouTube,Name_Source,DM_Google_Search
268,CycleBar,Fitness / Gym Franchises,Cycling,Irvine,CA,2000,$50M-$100M,Member engagement AI,$8K-$15K,VP of Technology,www.cyclebar.com,3,Xponential brand; 200+ studios,info@cyclebar.com,contact@cyclebar.com,(674) 418-3330,(736) 467-3795; (674) 415-5939,pattern,,,[first].[last]@cyclebar.com; [f][last]@cyclebar.com; [first]@cyclebar.com; [first][last]@cyclebar.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22CycleBar%22,https://www.linkedin.com/company/cyclebar/,,https://x.com/mapbox,https://www.facebook.com/CycleBar,https://www.instagram.com/cyclebar,,,https://www.google.com/search?q=CycleBar+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
269,YogaSix,Fitness / Gym Franchises,Yoga,Irvine,CA,2000,$50M-$100M,Scheduling automation,$8K-$15K,Director of Operations,www.yogasix.com,3,Xponential brand; 200+ studios,contact@yogasix.com,,(671) 135-4561,(738) 877-2469; (741) 824-7724,pattern,,,[first].[last]@yogasix.com; [f][last]@yogasix.com; [first]@yogasix.com; [first][last]@yogasix.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Operations%22+%22YogaSix%22,https://www.linkedin.com/company/yoga-six/,,https://x.com/hubfs/,https://www.facebook.com/yogasix,https://www.instagram.com/yogasix,https://www.youtube.com/channel/UCL2512NzMCHGhuEkdLSSCQg,,https://www.google.com/search?q=YogaSix+%22Director+of+Operations%22+site%3Alinkedin.com%2Fin
270,AKT,Fitness / Gym Franchises,Dance Fitness,Irvine,CA,500,$10M-$25M,Lead nurturing AI,$5K-$12K,VP of Operations,www.theakt.com,2,Xponential brand,aktbriercreek@theakt.com,,(670) 780-1988,(741) 531-8134; (670) 835-8047,scraped,,,[first].[last]@theakt.com; [f][last]@theakt.com; [first]@theakt.com; [first][last]@theakt.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Operations%22+%22AKT%22,,,https://x.com/mapbox,https://www.facebook.com/aktbriercreek/,https://www.instagram.com/theaktbriercreek/,,,https://www.google.com/search?q=AKT+%22VP+of+Operations%22+site%3Alinkedin.com%2Fin
271,Rumble Boxing,Fitness / Gym Franchises,Boxing Fitness,New York,NY,1000,$25M-$50M,Member retention AI,$8K-$15K,Director of Technology,www.rumbleboxinggym.com,3,Xponential brand,info@rumbleboxinggym.com,contact@rumbleboxinggym.com,(674) 428-5956,(736) 467-7245; (674) 450-3685,pattern,,,[first].[last]@rumbleboxinggym.com; [f][last]@rumbleboxinggym.com; [first]@rumbleboxinggym.com; [first][last]@rumbleboxinggym.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Technology%22+%22Rumble+Boxing%22,,,https://x.com/mapbox,https://www.facebook.com/doyourumble,https://www.instagram.com/doyourumble/,,,https://www.google.com/search?q=Rumble+Boxing+%22Director+of+Technology%22+site%3Alinkedin.com%2Fin
272,BFT (Body Fit Training),Fitness / Gym Franchises,Functional Training,Irvine,CA,1500,$25M-$50M,Scheduling AI,$5K-$15K,VP of Technology,www.bodyfittraining.com,3,Xponential brand; Australian origin,info@bodyfittraining.com,contact@bodyfittraining.com,(674) 588-7318,(736) 467-2349; (675) 475-2453,pattern,,,[first].[last]@bodyfittraining.com; [f][last]@bodyfittraining.com; [first]@bodyfittraining.com; [first][last]@bodyfittraining.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22BFT+%28Body+Fit+Training%29%22,,,,https://www.facebook.com/BFTStudios/,https://www.instagram.com/bft_studios/,,,https://www.google.com/search?q=BFT+%28Body+Fit+Training%29+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
273,Solidcore,Fitness / Gym Franchises,Pilates/Strength,Washington,DC,1500,$50M-$100M,Member engagement AI,$8K-$20K,CTO,www.solidcore.co,3,100+ studios,info@solidcore.co,contact@solidcore.co,(145) 246-0311,,pattern,,,[first].[last]@solidcore.co; [f][last]@solidcore.co; [first]@solidcore.co; [first][last]@solidcore.co,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Solidcore%22,,,,,,,,https://www.google.com/search?q=Solidcore+%22CTO%22+site%3Alinkedin.com%2Fin
274,CorePower Yoga,Fitness / Gym Franchises,Yoga,Denver,CO,3000,$100M-$200M,Scheduling automation AI,$10K-$20K,VP of Technology,www.corepoweryoga.com,3,200+ studios,mediainquiries@corepoweryoga.com,partnerships@corepoweryoga.com; corepoweryoga@azionepr.com,(324) 310-4517,(278) 524-7414; (813) 303-1103,scraped,,,[first].[last]@corepoweryoga.com; [f][last]@corepoweryoga.com; [first]@corepoweryoga.com; [first][last]@corepoweryoga.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22CorePower+Yoga%22,,,https://twitter.com/CorePowerYoga,https://www.facebook.com/CorePowerYoga,https://instagram.com/corepoweryoga,,,https://www.google.com/search?q=CorePower+Yoga+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
275,Club4 Fitness,Fitness / Gym Franchises,Value Gym,Flowood,MS,1000,$25M-$50M,Lead qualification AI,$5K-$15K,Director of Operations,www.club4fitness.com,2,Southeast value gym,info@club4fitness.com,contact@club4fitness.com,(177) 066-5344,(177) 164-0929; (177) 164-0930,pattern,,,[first].[last]@club4fitness.com; [f][last]@club4fitness.com; [first]@club4fitness.com; [first][last]@club4fitness.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Operations%22+%22Club4+Fitness%22,,,,https://www.facebook.com/CLUB4everybody,https://www.instagram.com/CLUB4everybody,,,https://www.google.com/search?q=Club4+Fitness+%22Director+of+Operations%22+site%3Alinkedin.com%2Fin
276,Workout Anytime,Fitness / Gym Franchises,24-Hour Gym,Alpharetta,GA,1500,$25M-$50M,Member retention AI,$5K-$15K,VP of Technology,www.workoutanytime.com,3,200+ locations,info@workoutanytime.com,contact@workoutanytime.com,(736) 812-3149,(400) 168-0189; (400) 168-0724,pattern,,,[first].[last]@workoutanytime.com; [f][last]@workoutanytime.com; [first]@workoutanytime.com; [first][last]@workoutanytime.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22Workout+Anytime%22,,,,,,,,https://www.google.com/search?q=Workout+Anytime+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
277,Retro Fitness,Fitness / Gym Franchises,Value Gym,Colts Neck,NJ,2000,$50M-$100M,Lead nurturing AI,$8K-$15K,Director of Technology,www.retrofitness.com,3,140+ locations,info@retrofitness.com,contact@retrofitness.com,(177) 240-3534,(177) 240-3535,pattern,,,[first].[last]@retrofitness.com; [f][last]@retrofitness.com; [first]@retrofitness.com; [first][last]@retrofitness.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Technology%22+%22Retro+Fitness%22,,,,,,,,https://www.google.com/search?q=Retro+Fitness+%22Director+of+Technology%22+site%3Alinkedin.com%2Fin
278,Basecamp Fitness,Fitness / Gym Franchises,HIIT,Irvine,CA,500,$10M-$25M,Scheduling automation,$5K-$12K,Director of Operations,www.basecampfitness.com,2,Xponential brand,info@basecampfitness.com,contact@basecampfitness.com,(146) 082-9662,(947) 248-5305; (106) 568-0974,pattern,,,[first].[last]@basecampfitness.com; [f][last]@basecampfitness.com; [first]@basecampfitness.com; [first][last]@basecampfitness.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Operations%22+%22Basecamp+Fitness%22,https://www.linkedin.com/company/dethrone-basecamp-cardio-studio/,,https://twitter.com/basecampfitness,https://www.facebook.com/basecampfitnessstudios,https://www.instagram.com/basecampfitness,,,https://www.google.com/search?q=Basecamp+Fitness+%22Director+of+Operations%22+site%3Alinkedin.com%2Fin
279,MADabolic,Fitness / Gym Franchises,Strength Training,Charlotte,NC,500,$10M-$25M,Member engagement AI,$5K-$12K,Director of Operations,www.madabolic.com,2,50+ studios,southpark@madabolic.com,coloradosprings@madabolic.com; iondistrict@madabolic.com; bend@madabolic.com,(225) 272-8365,(742) 435-4612; (463) 800-7824,scraped,,,[first].[last]@madabolic.com; [f][last]@madabolic.com; [first]@madabolic.com; [first][last]@madabolic.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Operations%22+%22MADabolic%22,,,,https://www.facebook.com/tr,https://www.instagram.com/MADabolic,,,https://www.google.com/search?q=MADabolic+%22Director+of+Operations%22+site%3Alinkedin.com%2Fin
280,CrossFit Mayhem,Fitness / Gym Franchises,CrossFit,Cookeville,TN,50,$5M-$10M,Member scheduling AI,$5K-$10K,Owner,www.crossfitmayhem.com,2,Top CrossFit affiliate; Rich Froning,shop@mayhemnation.com,,(718) 213-4731,(269) 684-2561; (822) 025-1795,scraped,,,[first].[last]@crossfitmayhem.com; [f][last]@crossfitmayhem.com; [first]@crossfitmayhem.com; [first][last]@crossfitmayhem.com,https://www.linkedin.com/search/results/people/?keywords=%22Owner%22+%22CrossFit+Mayhem%22,,,,https://www.facebook.com/crossfitmayhem/,https://www.instagram.com/thecrossfitmayhem,https://www.youtube.com/channel/UChnsdG5s-4v0oP77Up0fJQQ,,https://www.google.com/search?q=CrossFit+Mayhem+%22Owner%22+site%3Alinkedin.com%2Fin
281,Lockton Companies,Insurance Agencies,Private Brokerage,Kansas City,MO,10500,$1B+,Claims processing AI,$25K-$50K,Chief Technology Officer,www.lockton.com,5,Largest privately held brokerage,ty.thurmond@lockton.com,mbohmbach@lockton.com,(000) 000-0032,(869) 714-8073; (005) 624-0306,scraped,,,[first].[last]@lockton.com; [f][last]@lockton.com; [first]@lockton.com; [first][last]@lockton.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22Lockton+Companies%22,https://www.linkedin.com/company/lockton-companies/,,https://twitter.com/Lockton,https://www.facebook.com/LocktonCompanies,https://www.instagram.com/lockton_usa/,https://www.youtube.com/channel/UCdPKkkdy45n4UAF_vr5oL6w,,https://www.google.com/search?q=Lockton+Companies+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
282,USI Insurance Services,Insurance Agencies,Brokerage,Valhalla,NY,10500,$1B+,Lead scoring AI,$25K-$50K,CTO,www.usi.com,5,10500 professionals; 200 offices,kate.bang@usi.com,careerinfo@usi.com; ebsolutions@usi.com; benefits.servicecenter@usi.com,(360) 514-2025,(412) 083-6920; (250) 522-0604,scraped,,,[first].[last]@usi.com; [f][last]@usi.com; [first]@usi.com; [first][last]@usi.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22USI+Insurance+Services%22,https://www.linkedin.com/company/usi-insurance-services,,https://www.twitter.com/usiins,,,,,https://www.google.com/search?q=USI+Insurance+Services+%22CTO%22+site%3Alinkedin.com%2Fin
283,Marsh McLennan Agency,Insurance Agencies,Brokerage,New York,NY,15000,$1B+,Underwriting automation,$30K-$50K,Chief Digital Officer,www.marshmma.com,5,Part of Marsh McLennan,alexandra.oconnor@marshmma.com,,(788) 538-2162,(922) 296-0274; (155) 434-7084,scraped,,,[first].[last]@marshmma.com; [f][last]@marshmma.com; [first]@marshmma.com; [first][last]@marshmma.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Digital+Officer%22+%22Marsh+McLennan+Agency%22,https://www.linkedin.com/company/marsh-mclennan-agency,,https://twitter.com/Marsh_MMA,https://www.facebook.com/LifeatMMA,https://www.instagram.com/lifeatmma/,https://www.youtube.com/channel/UCN8Wd0k_PW9H_UcAxTb470Q,,https://www.google.com/search?q=Marsh+McLennan+Agency+%22Chief+Digital+Officer%22+site%3Alinkedin.com%2Fin
284,Hub International,Insurance Agencies,Brokerage,Chicago,IL,18000,$1B+,Claims processing AI,$25K-$50K,VP of Technology,www.hubinternational.com,5,500+ offices,info@hubinternational.com,contact@hubinternational.com,(793) 192-4799,(806) 448-4524; (162) 691-2514,pattern,,,[first].[last]@hubinternational.com; [f][last]@hubinternational.com; [first]@hubinternational.com; [first][last]@hubinternational.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22Hub+International%22,https://www.linkedin.com/company/hub-international,,https://twitter.com/HUBInsurance,https://www.facebook.com/HUBInternationalLimited/,https://www.instagram.com/HUB_Intl,,,https://www.google.com/search?q=Hub+International+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
285,Acrisure,Insurance Agencies,Brokerage,Grand Rapids,MI,16000,$1B+,AI-powered quoting,$25K-$50K,CTO,www.acrisure.com,5,Fast growing; PE-backed,username@email.com,,(792) 749-2383,(814) 277-7667; (301) 877-7087,scraped,,,[first].[last]@acrisure.com; [f][last]@acrisure.com; [first]@acrisure.com; [first][last]@acrisure.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Acrisure%22,https://www.linkedin.com/company/acrisure,,,https://www.facebook.com/Acrisure/,https://www.instagram.com/acrisure/,,,https://www.google.com/search?q=Acrisure+%22CTO%22+site%3Alinkedin.com%2Fin
286,Gallagher,Insurance Agencies,Global Brokerage,Rolling Meadows,IL,52000,$5B+,Underwriting AI,$30K-$50K,Chief Innovation Officer,www.ajg.com,5,Acquired AssuredPartners,info@ajg.com,contact@ajg.com,,,pattern,,,[first].[last]@ajg.com; [f][last]@ajg.com; [first]@ajg.com; [first][last]@ajg.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Innovation+Officer%22+%22Gallagher%22,,,,,,,,https://www.google.com/search?q=Gallagher+%22Chief+Innovation+Officer%22+site%3Alinkedin.com%2Fin
287,Brown & Brown,Insurance Agencies,Brokerage,Daytona Beach,FL,16000,$1B+,Claims automation AI,$25K-$50K,Chief Technology Officer,www.bbinsurance.com,5,NYSE listed; acquisition-driven,info@bbinsurance.com,contact@bbinsurance.com,(021) 141-4300,(739) 540-1902; (746) 642-4340,pattern,,,[first].[last]@bbinsurance.com; [f][last]@bbinsurance.com; [first]@bbinsurance.com; [first][last]@bbinsurance.com,https://www.linkedin.com/search/results/people/?keywords=%22Chief+Technology+Officer%22+%22Brown+%26+Brown%22,https://www.linkedin.com/company/brown-brown,,https://X.com/brownbrowninc,https://Facebook.com/brownbrowninc,http://Instagram.com/brownbrowninc,,,https://www.google.com/search?q=Brown+%26+Brown+%22Chief+Technology+Officer%22+site%3Alinkedin.com%2Fin
288,AssuredPartners,Insurance Agencies,Brokerage,Lake Mary,FL,11000,$1B+,Lead scoring AI,$20K-$40K,CTO,www.assuredpartners.com,4,Acquired by Gallagher,info@assuredpartners.com,contact@assuredpartners.com,(190) 751-4478,(992) 757-5988; (149) 207-5293,pattern,,,[first].[last]@assuredpartners.com; [f][last]@assuredpartners.com; [first]@assuredpartners.com; [first][last]@assuredpartners.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22AssuredPartners%22,https://www.linkedin.com/company/gallagher-global,,https://x.com/404,https://www.facebook.com/ArthurJGallagherCoCareers,https://www.instagram.com/gallagherglobal/,,,https://www.google.com/search?q=AssuredPartners+%22CTO%22+site%3Alinkedin.com%2Fin
289,NFP,Insurance Agencies,Brokerage,New York,NY,7000,$1B+,Client onboarding AI,$20K-$35K,VP of Innovation,www.nfp.com,4,Part of Aon,info@nfp.com,contact@nfp.com,(144) 123-1484,(473) 901-1417; (453) 552-9090,pattern,,,[first].[last]@nfp.com; [f][last]@nfp.com; [first]@nfp.com; [first][last]@nfp.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Innovation%22+%22NFP%22,https://www.linkedin.com/company/wearenfp,,,https://www.facebook.com/OneNFP,https://www.instagram.com/wearenfp/,https://www.youtube.com/channel/UCdGcdO_NMRI9Sh5OMN1wL-w,,https://www.google.com/search?q=NFP+%22VP+of+Innovation%22+site%3Alinkedin.com%2Fin
290,Risk Strategies,Insurance Agencies,Specialty Brokerage,Boston,MA,5000,$500M-$1B,Underwriting automation,$15K-$30K,Director of Technology,www.risk-strategies.com,4,Top 20 brokerage,info@risk-strategies.com,contact@risk-strategies.com,(810) 977-2860,(771) 962-3407; (810) 977-2859,pattern,,,[first].[last]@risk-strategies.com; [f][last]@risk-strategies.com; [first]@risk-strategies.com; [first][last]@risk-strategies.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Technology%22+%22Risk+Strategies%22,https://www.linkedin.com/company/risk-strategies-company/,https://www.linkedin.com/in/alex-maza-3717952/; https://www.linkedin.com/in/richard-skorupski-cpcu-crm-cic-a90ba116/; https://www.linkedin.com/in/peter-galasinao-6346217/,https://x.com/RiskStrategies,https://www.facebook.com/RiskStrategiesCompany/,https://www.instagram.com/riskstrategiescompany,,,https://www.google.com/search?q=Risk+Strategies+%22Director+of+Technology%22+site%3Alinkedin.com%2Fin
291,Alliant Insurance Services,Insurance Agencies,Specialty Brokerage,Newport Beach,CA,3500,$500M-$1B,Claims processing AI,$15K-$30K,CTO,www.alliant.com,4,Employee-owned,info@alliant.com,contact@alliant.com,(000) 000-0004,(213) 334-1237; (168) 235-5853,pattern,,,[first].[last]@alliant.com; [f][last]@alliant.com; [first]@alliant.com; [first][last]@alliant.com,https://www.linkedin.com/search/results/people/?keywords=%22CTO%22+%22Alliant+Insurance+Services%22,http://www.linkedin.com/company/alliant-insurance-services,,https://twitter.com/alliantins,https://www.facebook.com/AlliantInsuranceServices/,https://www.instagram.com/alliantinsurance/,,,https://www.google.com/search?q=Alliant+Insurance+Services+%22CTO%22+site%3Alinkedin.com%2Fin
292,IMA Financial Group,Insurance Agencies,Brokerage,Denver,CO,2000,$200M-$500M,Lead scoring AI,$10K-$25K,VP of Technology,www.imacorp.com,3,Employee-owned,info@imacorp.com,contact@imacorp.com,,(175) 976-7217; (176) 478-1342,pattern,,,[first].[last]@imacorp.com; [f][last]@imacorp.com; [first]@imacorp.com; [first][last]@imacorp.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+Technology%22+%22IMA+Financial+Group%22,https://www.linkedin.com/company/ima-financial-group-inc/,,https://x.com/IMAfinancial,https://www.facebook.com/IMAfinancial/,,,,https://www.google.com/search?q=IMA+Financial+Group+%22VP+of+Technology%22+site%3Alinkedin.com%2Fin
293,EPIC Insurance Brokers,Insurance Agencies,Brokerage,San Francisco,CA,2800,$200M-$500M,Client engagement AI,$10K-$25K,Director of Technology,www.epicbrokers.com,3,Growth-focused,info@epicbrokers.com,contact@epicbrokers.com,(177) 160-6825,(173) 168-9794; (211) 804-9149,pattern,,,[first].[last]@epicbrokers.com; [f][last]@epicbrokers.com; [first]@epicbrokers.com; [first][last]@epicbrokers.com,https://www.linkedin.com/search/results/people/?keywords=%22Director+of+Technology%22+%22EPIC+Insurance+Brokers%22,https://www.linkedin.com/company/epicinsurancebrokers/,,https://x.com/EPIC_Insurance,https://www.facebook.com/EPICInsuranceBrokersAndConsultants/,https://www.instagram.com/epic_brokers_consultants,https://www.youtube.com/@EPICBrokers,,https://www.google.com/search?q=EPIC+Insurance+Brokers+%22Director+of+Technology%22+site%3Alinkedin.com%2Fin
294,Higginbotham,Insurance Agencies,Regional Brokerage,Fort Worth,TX,2500,$200M-$500M,Claims automation,$10K-$25K,VP of IT,www.higginbotham.com,3,Largest independent in TX,info@higginbotham.com,contact@higginbotham.com,(702) 683-5338,(176) 380-0968; (176) 380-0678,pattern,,,[first].[last]@higginbotham.com; [f][last]@higginbotham.com; [first]@higginbotham.com; [first][last]@higginbotham.com,https://www.linkedin.com/search/results/people/?keywords=%22VP+of+IT%22+%22Higginbotham%22,https://www.linkedin.com/company/higginbothaminsurance/,,https://x.com/higginbothamins,https://www.facebook.com/higginbothamins,https://www.instagram.com/higginbotham_ins/,https://www.youtube.com/@higginbothamins,,https://www.google.com/search?q=Higginbotham+%22VP+of+IT%22+site%3Alinkedin.com%2Fin
